[2025-06-03 02:45:24.638] AdaugareClient
[2025-06-03 02:45:24.695] InregistrareClient
[2025-06-03 02:45:29.154] LoginReusit
[2025-06-03 02:45:50.133] AdaugareEveniment
[2025-06-03 02:45:57.907] AfisareEvenimente
[2025-06-03 02:46:02.450] AfisareClienti
[2025-06-03 02:46:05.016] IesireAplicatie
[2025-06-04 00:42:20.378] AdaugareClient
[2025-06-04 00:42:20.388] InregistrareClient
[2025-06-04 00:42:23.328] LoginReusit
